post_id,user_id,created_at,content,is_deleted,source,week,label,content_translated,theme_score_corruption,theme_score_nationalist,theme_score_pro_freedom,theme_primary
mJGNomhTIQ,uWYNYKGAT,2012-01-03 12:36:30+00:00,回复 @ukn： 如果条件容许，可以考虑加参教练培训课程，详细可咨询王老师18600510285:) //@ukn： 您好，我想做瑜伽教练，对瑜伽一点都不了解，请问我前期该做什么样的准备，并且该怎么学习瑜伽知识，需要学习多久呢？？/通过什么样的方式去学习呢。,False,weiboscope,1,,"Response @ukn: If conditions permit, please consider going to the train-the-trainers course and consult Mr. Wang in detail (18600512885:) / / @ukn: Hello, I want to be a yoga instructor, I don't know anything about yoga, ask me what kind of preparation I should be preparing for the previous period, and how long will I have to learn about yoga? How do you learn?",0.6043741106987,0.10370147228240967,0.6556963920593262,pro_freedom
mdZXjPyhjJ,uWYNYKGAT,2012-01-03 04:41:59+00:00,人贵三得：沉得住气，弯得下腰，抬得起头。,False,weiboscope,1,,"Human beings are priceless: sunk down, bent down, raised their heads.",0.471144437789917,0.21453942358493805,0.2717675268650055,corruption
mqUT2JfD3I,uNEGMAV3A,2012-01-03 12:06:45+00:00,喜欢天与地大结局//@uZXK2DD4W： 【收视报告】,False,weiboscope,1,,Likes the big end of heaven and earth/ @uZXK2DD4W:,0.272778183221817,0.029696907848119736,0.6947855949401855,pro_freedom
mF8M4JnaGQ,uNEGMAV3A,2012-01-03 11:21:25+00:00,//@uHJXT3Q13： [赞] // @uBIB4A1I5： :母爱啊。伟大//  @ukn：  : 我爱我薇和我新,False,weiboscope,1,,/ @uHJXT3Q13: / @uBIB4A1I5: Mother love. Great/ @ukn: : I love Vi and I are new,0.40782180428504944,0.005740777123719454,0.0035878566559404135,corruption
mUSDbElaj8,uNEGMAV3A,2012-01-03 10:32:50+00:00,很漂亮的名片//@ukn： @ukn：   @uMLLDM2OM：  [爱你][爱你][爱你][爱你][爱你][爱你][爱你][爱你]茅坑坑，哇哈哈哈,False,weiboscope,1,,Nice business card// @ukn: @uMLDM2OM: [Love you] [Love you] [Love you] [Love you] [Love you] [Love you],0.10092969238758087,0.008932815864682198,0.6842018365859985,pro_freedom
mU5j0wqDpL,uNEGMAV3A,2012-01-02 23:37:45+00:00,哇哦//@uS5WHYUQY： 够闪！ // @uKB50M0KN： :东方亮,False,weiboscope,1,,Whoa/ @uS5WHYQY: Enough flash! / @uKB50M0KN: : East Light,0.5714454650878906,0.2761348485946655,0.8550977110862732,pro_freedom
mJGNXDiSit,uNEGMAV3A,2012-01-02 23:33:01+00:00,很久不用q，微博还是会上,False,weiboscope,1,,It's been a long time.,0.4147132337093353,0.044754836708307266,0.6986458897590637,pro_freedom
mRcksHhoQU,uNEGMAV3A,2012-01-02 23:21:23+00:00,亮点总在最后//@uOQZAWB2T： 说的很直白，但我喜欢 // @uPVDBPIXG： :当中国干部 //  @ukn：  :   #2012我希望的#,False,weiboscope,1,,"The bright spots are always at the end//@uOQZAWB2T: It's clear, but I like / / @uPVDBPIXG: When Chinese cadres / / @ukn: #12 I want #",0.5323827862739563,0.18905366957187653,0.705005407333374,pro_freedom
mRsOruIi5P,uNEGMAV3A,2012-01-02 16:01:41+00:00,//@uQZ0LH4RG： 转发微博,False,weiboscope,1,,/ / @uQZ0LH4RG: Transmit tweet,0.4642914831638336,0.13183854520320892,0.6028066277503967,pro_freedom
mu9iqSxNSK,uNEGMAV3A,2012-01-02 16:00:02+00:00,窝t//@uJ2O0JO05： 【BYD破相了】 @ukn：  说：“苍南灵溪工业区木兰摩托厂前面比亚迪FO和卡车相撞'比亚迪被撞成面目全非'伤亡不祥可定也好不了哪里去'看来大家以后买车需谨慎。”,False,weiboscope,1,,@ukn: Says: “Beady FO and the truck collided in front of the Mulan Moto factory in the Lenin Creek industrial zone. #Biadi's face is full of casualties. #Biadi's no good #,0.5714442729949951,0.2475544512271881,0.35918688774108887,corruption
mzqhIckii1,uNEGMAV3A,2012-01-02 15:09:59+00:00,新年快乐//@uUPWFDQ3X： 姐妹們新年快樂～[愛你] // @u0YUNLLGM： :小三三新年快乐，心想事成！明年当娘！！ // @uCBTJGK5M： : 还有 @uMLLWPKF1：   @u0YUNLLGM：   @ukn：   @u02LNRXWI：  新年快乐～哎呀，还是触屏手机好用啊……,False,weiboscope,1,,"Happy New Year/@uUPWFDQ3X: Happy New Year for Sisters — [Love] / @u0YUNLLGM: Happy 3rd New Year for Xiao San, think for success! Next year! @uMLLWPKF1: @u0YUNLLGM: @ukn: @u02LNRXWI: Happy New Year — Hey, it's still a touch screen phone.",0.3329448401927948,0.030691364780068398,0.7494446039199829,pro_freedom
mvR4zKdv9d,uNEGMAV3A,2012-01-02 12:05:44+00:00,[嘻嘻]美,False,weiboscope,1,,[Heigh-hee] Beautiful.,0.14079348742961884,0.0023037903010845184,0.8344626426696777,pro_freedom
mQW0AqWKjK,uNEGMAV3A,2012-01-02 09:47:25+00:00,最喜欢背景了//@uY02VCCPJ： 最喜欢背景了！ // @uQHCWZAC2： : 最喜欢背景了// @uS5WHTI3Z： : 最喜欢背景了// @uP2ZOV0SH： : 最喜欢背景了  @uVT4HLJLA：  // @ukn： : 最喜欢背景了 // @uUPCIKHSA： : 最喜欢背景了// @ukn： : 最喜欢背景了// @uB4H2554Y： :最喜欢背景了//  @u5KYVKGT1：  :最喜欢背景了 //  @恰撸新年幸,False,weiboscope,1,,@uY02VCCPJ: Love background! // @uQHCWZAC2: / @uS5WHTI3Z: : Love background / / @uP2ZOV0SH: : : Love background / / /: / @uVT4HLJLLA: / @ukn: /: Love background / / @uUPCIKHSA: / @ukn: / /: Love background / / @uB4H2554Y: /: Love background / / @u5KYVKGT1: / @chay New Year,0.31524965167045593,0.0029050218872725964,0.6652094125747681,pro_freedom
munvC63Jyx,u1CR4IFEE,2012-01-02 23:08:03+00:00,有一种痛叫舍不得，欲要拥有而又不能前进一步，欲要离开而又无法舍弃，生来多情而又无情，左右不得，徘徊不得，只能观望心痛无语，只能聆听心已远离。断根，断念，断不了爱。,False,weiboscope,1,,"There is a painful desire to have but not to move forward, to leave, to leave, to be unforgivable, to be born in love, to be left alone, to be left alone, to be left alone, to wait and to hear, but only to be far away. Breaking root, thinking, never breaking love.",0.45180046558380127,0.19740460813045502,0.0047617945820093155,corruption
mZmwkNXgni,uDSGGUNU,2012-01-02 21:11:06+00:00,"看了,很欢迎.推荐大家乐一乐.[哈哈]",False,weiboscope,1,,"Yes, very welcome.",0.38355401158332825,0.0019975004252046347,0.9139088988304138,pro_freedom
mgkUrmKvS,u1CR4IFEE,2012-01-02 06:28:02+00:00,说到底，爱情就是一个人的自我价值在别人身上的反映。——爱默生,False,weiboscope,1,,"In the end, love is the reflection of one's self-worth on others. - Emerson.",0.0013289419002830982,0.0007653813227079809,0.9474104642868042,pro_freedom
mH44EvRZlM,uYC3UXPVA,2012-01-03 12:31:16+00:00,噗哈哈哈哈!!!!!! //@ukn： 噗哈哈哈  //@uMMSJJE5Z： 督主！猪肚？督主！猪肚？督主！猪肚？~~~~回去好好背台词去！,False,weiboscope,1,,Ha ha ha! Governor! Go back to your lines!,0.4430764317512512,0.1611924171447754,0.7762855887413025,pro_freedom
mcyE5cJW7z,uYC3UXPVA,2012-01-02 22:31:12+00:00,//@ukn：  //@uVGJDHTS5：  转发微博,False,weiboscope,1,,/ @ukn: / / @uVGJDHTS5: Forward Twitter,0.5167528986930847,0.18559177219867706,0.5275724530220032,tie
mQW0uGCpd2,uYC3UXPVA,2012-01-02 22:25:39+00:00,"0V0奶奶给我买了新睡衣~很欢脱地跑去看~结果......又是粉红粉红的!!!!-口-上面不是猪就是长颈鹿!!!!问她老人家,答:""不是挺萌的么?""我:........",False,weiboscope,1,,Grandma bought me a new pyjamas and ran to see the results... it's pink again!,0.191480815410614,0.10245563089847565,0.5173225998878479,pro_freedom
mhif5Vmow6,uYC3UXPVA,2012-01-02 22:06:17+00:00,仰望花屋身高帝....... //@ukn： 下次出吴邪 自攻自受....  //@ukn： 好帅TUT下次出个瓶邪吧花花！  //@ukn：  左边这张真的好看~,False,weiboscope,1,,"Next time I'm out of Go, I'm going to fight myself... / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / and / / / / / / / / / / /",0.23174765706062317,0.1706918478012085,0.563270628452301,pro_freedom
m806VfoFWC,uFA5AROY,2012-01-03 10:08:04+00:00,【最具有赚钱头脑的星座排名】第一名:天秤座；第二名:白羊座；第三名:巨蟹座；第四名:处女座；第五名:天蝎座。【花钱不打草稿的星座】第一名:狮子座；第二名:天蝎座；第三名:射手座；第四名:白羊座；第五名:水瓶座。,False,weiboscope,1,,First place: Constellation; second place: White sheep; third place: Crab; fourth place: Virgin seat; fifth place: Scorpion. Number one: Leo; number two: Scorpion; number three: Shooter; number four: White sheep; number five: Aquarius.,0.0010122815147042274,0.0018119923770427704,0.0027399316895753145,tie
mc93g2GDtk,uYC3UXPVA,2012-01-02 21:47:20+00:00,哈哈哈!应该拖上风间一起的就是小学三人组了~~今天各种满足>< //@ukn： 哈哈這張我好像小學生!!!! //@ukn：  @ukn： 面条好可爱=///= //@ukn：  还是不怎么违和...吧........话说面条的微薄是甚啊泪目..求AT一下,False,weiboscope,1,,{\cHFFFFFF}{\cH00FFFF}{\cH00FFFF} It's time to drag the three primary school teams together {\cHFFFFFF}{\cH00FFFF} {\cHFFFFFF}{\cH00FFFF} {\cHFFFFFF}{\cH00FFFF} today. {\cHFFFFFF}{\cH00FF00} This one looks like a kid! Down,0.2739129960536957,0.07271084934473038,0.5483323931694031,pro_freedom
mQkLCCFRAa,uFA5AROY,2012-01-03 10:03:03+00:00,【最能竭尽心力对待别人的星座】第一名：双鱼座；第二名：天蝎座；第三名：狮子座；第四名：巨蟹座；第五名：金牛座；第六名：白羊座；第七名：射手座；第八名：魔羯座；第九名：处女座；第十名：天秤座；第十一名：双子座；第十二名：水瓶座。,False,weiboscope,1,,Number one: Gestapo; number two: Scorpion; number three: Leo; number four: Crab; number five: Golden Cow; number six: White Herpes; number seven: Shooter; number eight: Magnas; number nine: Virgin; number ten: Gestapo; number eleven: Twins; number twelve: Aquarius.,0.29328784346580505,0.01236299891024828,0.0026002468075603247,corruption
mVQIFYNVWd,uYC3UXPVA,2012-01-02 21:26:51+00:00,我我我我很后悔提早卸妆!!!!会场热我皮肤对气温很敏感你又不是不知道... //@ukn： 哈哈哈哈啊哈哈哈哈哈哈哈哈哈哈哈!!!中间那个!!哈哈啊哈哈哈!@ukn： 你脸蛋儿殷红殷红的!,False,weiboscope,1,,I regret the early decomposition!,0.5721071362495422,0.22689557075500488,0.52107173204422,corruption
munvC1be2x,uFA5AROY,2012-01-02 20:08:03+00:00,【最强势最霸气最威武星座排行榜】1.白羊座；2.狮子座；3.射手座；4.摩羯座；5.金牛座；6.双鱼座；7.双子座；8.巨蟹座；9.天蝎座；10.水瓶座；11.处女座；12.天秤座。,False,weiboscope,1,,1. White sheep; 2. Leo; 3. Shooter; 4. Capricorn; 5. Golden Bulls; 6. Double Fish; 7. Twins; 8. Crabs; 9. Scorpion; 10. Water Bottles; 11. Virgins; 12. Scales.,0.2697802782058716,0.20549951493740082,0.7224240303039551,pro_freedom
mCVHJzVpV5,uYC3UXPVA,2012-01-02 20:03:36+00:00,@u3JH1YANE： 嗯嗯很好很正太的身高啊噗！话说一直截着爷对不起.....当时爷急着去哪里吧....,False,weiboscope,1,,"@u3JH1YANE: Well, well, well, well, well!",0.5040501356124878,0.31749168038368225,0.7375887632369995,pro_freedom
mZwlaoKDCk,uFA5AROY,2012-01-02 20:03:03+00:00,【巨蟹座】巨蟹的生活，围绕着家庭 这个轴心而运转。已有家室的巨蟹，任凭外界的诱惑多么张扬，一定充耳不闻、视而不见，而仍然在孤独中徘徊的巨蟹，财富的呼唤显然更具诱惑，张开双臂迎接， 向着蹉跎的过去说再见也是快事一桩。巨蟹信守内心的准则，不会主动去追寻富贵，任其自然而已。,False,weiboscope,1,,"The life of the crabs, around this axis of the family. The crabs who already have a family, so much as the temptation of the outside world, will not listen to and will not see, and the crabs who are still wandering alone, the call for wealth is clearly more tempting, with open arms open, and it is a quick thing to say goodbye to the past. The crabs are committed to their inner norms and will not take the initiative to find wealth and leave it to nature.",0.03947114199399948,0.01242880616337061,0.02273767627775669,tie
mGCSE8MNhL,uYC3UXPVA,2012-01-02 19:52:46+00:00,还是不怎么违和...吧........话说面条的微薄是甚啊泪目..求AT一下,False,weiboscope,1,,I don't think it's a violation of the peace but the thinness of the noodles is something to cry for. Down,0.47519683837890625,0.049892231822013855,0.26487353444099426,corruption
m9IpsrlXoD,uFA5AROY,2012-01-02 15:08:03+00:00,【最爱减肥的星座排行榜】 冠军（天秤座）、亚军（摩羯座）、季军（双子座）、第4名（天蝎座）、第5名（处女座）、第6名（射手座）、第7名（狮子座）、第8名（水瓶座）、第9名（双鱼座）、第10名（巨蟹座）、第11名（白羊座）、第12名（金牛座）,False,weiboscope,1,,"Champions (Coast), Yakuza (Scorpion), 5th (Plento), 6th (Scorpion), 7th (Lions), 8th (Aquarius), 9th (Squaws), 10th (Crabs), 11th (White Sheep), 12th (Golden Cows)",0.4045911133289337,0.06265779584646225,0.5752891898155212,pro_freedom
m3eHDIqREx,uYC3UXPVA,2012-01-02 19:51:45+00:00,........其实不怎么违和...吧....,False,weiboscope,1,,..but it doesn't really violate the peace..,0.336088091135025,0.005446063354611397,0.49127525091171265,pro_freedom
mGCSSjEXsA,uFA5AROY,2012-01-02 15:03:02+00:00,【十二星座酒量排行榜】冠军：处女座；亚军：白羊座；季军：金牛座；第四名：双鱼座；第五名：双子座；第六名：狮子座；第七名：魔羯座；第八名：巨蟹座；第九名：射手座；第十名：水瓶座；十一名：天蝎座；十二名：天秤座。你排第几？,False,weiboscope,1,,The winner: Virginie; Army of Asia: White Sheep; Army of Seasons: Golden Cow; Fourth: Gemini; Fifth: Gemini; Sixth: Leo; Seventh: Magnificent; Eighth: Crab; Ninth: Shooter; Tenth: Aquarius; Eleven: Scorpion; Twelve: Scorpion. What's your number?,0.1477944552898407,0.01786205917596817,0.005561890080571175,corruption
mEjncngCXu,uYC3UXPVA,2012-01-02 19:45:02+00:00,@ukn： 花屋你成为我心中的身高帝.....183【群里说的】神马的我望尘莫及....,False,weiboscope,1,,@ukn: You're the height of my heart... #183 I can't see...,0.17194576561450958,0.01856212690472603,0.4704440236091614,pro_freedom
m2rVwgUyqy,uFA5AROY,2012-01-02 10:08:04+00:00,【哪个星座在爱情上最迟钝】冠军（金牛座）、亚军（处女座）、季军（天秤座）、第四名（摩羯座）、第五名（巨蟹座）。【12星座纯情指数top5】冠军（天蝎座 100%）亚军（双鱼座 100%）季军（巨蟹座 90%）、第四名：金牛座（80%）；第五名：狮子座（80%）。,False,weiboscope,1,,"The champions (The Golden Cows), the army (The Virgin), the army (The Gum), the fourth (The Capricorn) and the fifth (The Crabs). The winner (Scorpion 100 per cent) the army (Scorpio 100 per cent) the army (Crab 90 per cent), the fourth: Golden Bull (80 per cent) and the fifth: Leo (80 per cent).",0.12052782624959946,0.04244096949696541,0.023389263078570366,corruption
mFLhSHwBOL,uDSGGUNU,2012-01-02 21:01:25+00:00,简历学堂.#HR教你找工作#,False,weiboscope,1,,CV. #HR teaches you to find a job #,0.0003634703462012112,0.0006211829022504389,0.009447154588997364,tie
m5PY9mQOfy,uDSGGUNU,2012-01-02 20:37:05+00:00,"2012年主旋律:健康,快乐,进步![嘻嘻]",False,weiboscope,1,,"2012 main melody: health, happiness, progress! [Heigh-hee]",0.0008656191057525575,0.00022185705893207341,0.8785451054573059,pro_freedom
mzHahNnSZH,uYC3UXPVA,2012-01-02 19:42:36+00:00,最右//@ukn：  //@uM1UHYD0D： 最右真美// @uMMSWS1SD： : 最右// @ukn： : 为最右// @u0AGMPOXC： : 为最右// @ukn： : // @ukn： :、// @uPKFTCDDD： :渡予 :中国夏历对月份的别称：首阳、花潮、莺时、乏月、鸣蜩、溽暑、兰秋、桂秋、菊序、,False,weiboscope,1,,"Rightmost/@ukn: / / @uM1UHYD0D: Rightmost True// @uMMMSWS1SD: Rightmost/ @ukn: To Rightmost/ @u0AGMPXC: To Rightmost/ @ukn: / / @ukn: / / / @ukn:: / / / @uPKFTCDDD: To pass on: Chinese summer calendar aliases for months: Suyang, Fashion, Zhou, Moon, Shuming, Sun, Ranqiu, Guiqiu, Kikui, Kikui, Jun, Ranqiu",0.5557669997215271,0.5106025338172913,0.9165451526641846,pro_freedom
mQkLPdRwxC,uYC3UXPVA,2012-01-02 19:39:45+00:00,/噗哈哈哈！！！/@ukn：  哈哈哈哈欢乐的一发~//@u3JH1KAZG：  //@uJWAAYTYT：  噗！@ukn： //@ukn：  字幕XDD！！//@uMLLCZUWZ：  //@uQHC5WLFO： 笑死了...字幕太歡樂了...// @uDGUXMOHZ： : 笑色了啊啊啊啊 // @ukn： : 救命太欢乐！！！！进良太萌了！！！！,False,weiboscope,1,,~: ~ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ ! ! ! ! ! ! ! Q Q QHC5WLFO: ~ ~  @  @  @  @  @  @  @  @  @  @ X X X X X  @ ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! : @ ! ! !: ! ! ! !: @ ! !: ! ! ! ! ! ! ! ! !: ! ! ! ! ! ! ! !: ! ! ! ! ! ! !,0.3310962915420532,0.015134844928979874,0.6256216168403625,pro_freedom
m806u9vBIo,uYC3UXPVA,2012-01-02 19:07:47+00:00,好吧刷屏果然不适合我.....就放这么多吧大多数都是我比较满意的...最后感谢@uLMIDS35J： 后来载我回家~卸完妆卖萌甚的我自【哔——】谢罪去....,False,weiboscope,1,,"Well, that wasn't for me... so much for me... and most of it was for me... last thanks to @uLMDS35J: Then took me home and took me home... and I took off my make-up to thank myself.",0.4128181040287018,0.22301997244358063,0.1064670979976654,corruption
m9IpoYzIOw,uYC3UXPVA,2012-01-02 18:58:51+00:00,佐为好美.....,False,weiboscope,1,,It's beautiful...,0.2369641661643982,0.0038141084369271994,0.6666521430015564,pro_freedom
mqUTCfKN2L,uYC3UXPVA,2012-01-02 18:50:50+00:00,这个RIN好萌><,False,weiboscope,1,,This rin is so cute.,0.04293910786509514,0.003261820413172245,0.6927506327629089,pro_freedom
mgYsJDzoAm,uYC3UXPVA,2012-01-02 18:48:55+00:00,别问我为啥把他俩拼在一起...,False,weiboscope,1,,Don't ask me why I put them together...,0.48735135793685913,0.11095644533634186,0.051953140646219254,corruption
mQW0uxancD,uYC3UXPVA,2012-01-02 18:47:44+00:00,寂静岭神马的其实挺萌的~【这神马乱七八糟的萌点】,False,weiboscope,1,,What's so cute about Silent Hill?,0.029388535767793655,0.005502527114003897,0.4153679609298706,pro_freedom
mF8MzcBqJK,uYC3UXPVA,2012-01-02 18:45:06+00:00,怎么看怎么正太.....其实@u3JH1YANE： 莫名其妙地激发我那满腔的正太控的热血......,False,weiboscope,1,,It's not like it's just... it's just... it's really... it's just... it's just... it's just... it's just... it's just...,0.5228078365325928,0.0058951606042683125,0.48571261763572693,tie
mevVsMz7tx,uYC3UXPVA,2012-01-02 18:42:42+00:00,小哥被佛光笼罩了.....,False,weiboscope,1,,I'm covered in Buddha's light...,0.2748850882053375,0.007883716374635696,0.5787876844406128,pro_freedom
mwuyqu0IAz,uYC3UXPVA,2012-01-02 18:39:59+00:00,刷刷嘉宾甚的.....用的卡片机鸭梨山大...,False,weiboscope,1,,Scratch the guests... with a card machine...,0.33891475200653076,0.12674573063850403,0.271808922290802,corruption
mf6mUiFbQx,uYC3UXPVA,2012-01-02 18:37:10+00:00,我只不过戳一下鳌拜大人求拍照甚的，结果大人果然英明知道我想拍怎样的马上戳了小宝~~于是.....我最喜欢2了好吗！！！,False,weiboscope,1,,"I'm just poking at Lord Shibuya's photo, and he sure knows what I want to do, and then I'm like 2!",0.48291298747062683,0.12797130644321442,0.6205393671989441,pro_freedom
mGvP0khgkM,uYC3UXPVA,2012-01-02 18:35:22+00:00,这个小哥好高啊啊啊！！各种气场啊啊啊！！一到现场就被单反君包围了木有单反的只有默默流泪蹭个角落拍.....,False,weiboscope,1,,"He's so tall! As soon as we got to the scene, we were surrounded by one anti-gynamist, and all we had to do was wept all over the corner...",0.4009351134300232,0.614992082118988,0.4770969748497009,nationalist
mjxSWPfX8W,uYC3UXPVA,2012-01-02 18:32:24+00:00,“还我潘子”神马的......不知为啥这盗墓团戳到我萌点了....,False,weiboscope,1,,I don't know why this grave-throwing troupe stuck on me.,0.5060548186302185,0.24148127436637878,0.7611072063446045,pro_freedom
mkTNUAVV7u,uYC3UXPVA,2012-01-02 16:27:18+00:00,//@ukn：  //@ukn：  //@uGL4SW4DU：  谢谢右边爱特。@uMLLVRWAQ： @u5KYQNUSA： @ukn： //@ukn：  @天真已孕小哥速归接生,False,weiboscope,1,,"@ukn: / @ukn: / @ukn: / / @uGL4SW4DU: Thank you, Ett, right. @uMLLVRWAQ: @u5KYQNUSA: @ukn: / @ukn: @Nature is coming back Fan.",0.364949494600296,0.026373138651251793,0.21031454205513,corruption
m7dAa4eljs,uYC3UXPVA,2012-01-02 16:16:48+00:00,.......回来了先放一下今天的造型...么有带蓝色的橡皮筋么有发网我可以自杀谢罪了Orz....,False,weiboscope,1,,"I've come back to put on today's shape... with a blue rubber band and a hairnet, and I can thank Orz for my suicide.",0.31128358840942383,0.10709292441606522,0.0741606205701828,corruption
m7nJk32xpI,uYC3UXPVA,2012-01-02 15:01:33+00:00,满足!!!!!妥妥的满足!!!!!今天除了妆稍微气场欠了点都很赞!!!面条帮我拍照时真的受宠若惊><晚上慢刷屏~~~,False,weiboscope,1,,"It's nice today, except for a little makeup!",0.5938949584960938,0.051700446754693985,0.680192768573761,pro_freedom
mpbg25g3Zq,uJWARTGZV,2012-01-03 23:31:07+00:00,//@ukn：  //@ukn： // @ukn： :// @ukn： :// @ukn： : 转发微博,False,weiboscope,1,,/ @ukn: / / @ukn: / / @ukn: / @ukn: @ @ukn: :// @ukn: @ukn: : forward tweet,0.5621746778488159,0.2763613760471344,0.6609721779823303,pro_freedom
mCVH4L2wz7,u3510BZF1,2012-01-03 23:31:09+00:00,转发微博。,False,weiboscope,1,,Transmit it to Twitter.,0.48667874932289124,0.0974697470664978,0.7084052562713623,pro_freedom
