post_id,user_id,created_at,content,is_deleted,source,week,label,content_translated,theme_score_corruption,theme_score_nationalist,theme_score_pro_freedom,theme_primary
m3e5b5QDgW,uZNDNGS5T,2012-01-03 09:30:19+00:00,禽兽，放开那个女人让我来,FALSE,weiboscope,1,,Let go of that woman. Let me do it.,0.5999327301979065,0.6194489002227783,0.9601647853851318,pro_freedom
mfsUMPIMFQ,uRUHZL4C,2012-01-03 10:11:09+00:00,[好得意],FALSE,weiboscope,1,,[Groaning],0.39180412888526917,0.010573988,0.9595446586608887,pro_freedom
m0kxAvXFaO,uEMBAKNFB,2012-01-03 22:16:09+00:00,[爱心传递],FALSE,weiboscope,1,,[Love Passes ],0.041956499218940735,0.001015101,0.9583688974380493,pro_freedom
m3zb0aii82,uK3RXUJ0V,2012-01-02 22:58:52+00:00,霸气~//@ukn：  [太開心]//@uW0ECUEMG：  [good]//@ukn：  噗 //@uJWAI1YNJ： 好霸气。。 // @uCBTBLHPS： :すげー // @ukn： :XD明天真的满满arashi,FALSE,weiboscope,1,,Heat ~/@ukn: [too happy]/@uW0ECUEMG: [good]//@ukn: 噗//@uJWAI1YNJ: So hot. @uCBTBLHPS: :  @ / @ukn: :XD is really full of rashi tomorrow,0.36792176961898804,0.11217401176691055,0.9580418467521667,pro_freedom
mNfGgx5kQb,uZNJA3R2M,2012-01-02 14:27:52+00:00,AF Elegance 的裙子！[鼓掌],FALSE,weiboscope,1,,AF Elegance's dress!,0.46879270672798157,0.088229977,0.9572315216064453,pro_freedom
mqUTCRVzIv,uQZ0IMO3V,2012-01-02 19:59:46+00:00,吃空了诶！最喜欢看见空盘子～,FALSE,weiboscope,1,,It's empty! I love to see empty dishes!,0.46548381447792053,0.12121132016181946,0.9549033641815186,pro_freedom
mzqhY2pGHN,uEMBAXMTY,2012-01-02 08:00:23+00:00,#统帅早安#人生路上，我们都在奔跑，我们总在赶超一些人，也总在被一些人超越。人生的要义，一是欣赏沿途的风景，二是抵达遥远的终点；人生的秘诀，寻找一种最适合自己的速度，莫因疾进而不堪重荷，莫因迟缓而空耗生命；人生的快乐，走自己的路，看自己的景，超越他人不得意，他人超越不失志。（早安）,FALSE,weiboscope,1,,"We're all on the way to life, we're always catching up to some people and getting ahead of them. The key to life is, first, to enjoy the landscape along the road and, second, to reach a distant end; the secret to life, to find the one that is best suited to itself, to be burdened by disease and to waste life by delay; and the joy of life, to walk in one ' s own way, to see one ' s own vision, to transcend others and to transcend others. Good morning.",0.3918308913707733,0.059038747,0.9540945887565613,pro_freedom
mkTNVohHCi,uVEQ5ANOF,2012-01-03 01:03:01+00:00,呵呵，祝福你//@ukn：  我是来围观我老师和我同学的，顺便祝大家龙年发财[嘻嘻],FALSE,weiboscope,1,,"I'm here to see my teacher and my classmate, and I wish you all a happy year.",0.34623307,0.006522271,0.9514628052711487,pro_freedom
mP6RxE4sZO,uATZS1VXP,2012-01-02 01:19:20+00:00,快来看看让你骄傲的他有什么要说的吧！[兔子],FALSE,weiboscope,1,,Let's see what you're proud of.,0.43990832567214966,0.047885920852422714,0.9503600001335144,pro_freedom
mgkNCgHX2,uONPCGKZL,2012-01-03 11:40:10+00:00,我柔死你。,FALSE,weiboscope,1,,I squirt you.,0.5655226111412048,0.43420708179473877,0.9495779871940613,pro_freedom
mB1UqFMhwA,u0YUM2RNY,2012-01-02 12:56:51+00:00,[鼓掌][鼓掌]//@uSIACSIRD：  [鼓掌][鼓掌]//@uKB51QUIC：  [鼓掌][鼓掌]//@ukn：  [鼓掌][鼓掌]//@uEMBUALEN： [鼓掌][鼓掌][鼓掌],FALSE,weiboscope,1,,[Applause] [Applause]/@uSIACSIRD: [Applause]/@uKB51QUIC: [Applause]/@ukn: [Applause]/@uEMBUALEN: [Applause] [Applause] [Applause],0.5825047492980957,0.33078131079673767,0.9371128082275391,pro_freedom
m7K7yDpSNP,uATZS1VXP,2012-01-02 01:35:12+00:00,Congrats!!![鼓掌],FALSE,weiboscope,1,,Congrats!,0.4369906783103943,0.005074255,0.9367483258247375,pro_freedom
mnzrX4iw2z,u0VP2NYGX,2012-01-02 14:25:29+00:00,这是什么情况？看起来有点像enako，一定是P的吧，不是说是因为隐形眼镜掉了么？,FALSE,weiboscope,1,,What's going on? It looks a little like Nako. It must be P. It's because of the contact lenses.,0.5112224221229553,0.28656888008117676,0.9347996115684509,pro_freedom
m2X8Kdv4UG,uONPCGKZL,2012-01-02 09:30:35+00:00,能干大事的人都是仗义的。,FALSE,weiboscope,1,,Those who can do great things are righteous.,0.004899766,0.0041459,0.9293996095657349,pro_freedom
mf6mvMuXiD,uZNDNGS5T,2012-01-03 13:07:17+00:00,快期末考试了，大家是不是 有一种要被课本逼疯的状态，爆发时就把书 一摔：“去你大爷的！挂就挂！老子豁出去 了！”过了一会儿默默地又捡起来弱弱的说 句“妈的。。”然后继续看书。,FALSE,weiboscope,1,,"It's almost the end of the exam, isn't there a situation where you're going to go crazy with your books and you're going to blow it up and you're going to say, ""Fuck you! Hang up! I'm out!"" After a while, he picks up the weak saying, ""Damn,"" and goes on reading.",0.4577454626560211,0.2852977216243744,0.9253708124160767,pro_freedom
mRckXG8QCW,uFAOPZVJ,2012-01-02 14:25:45+00:00,回复@ukn： 那是，那次跟儿子沟通，他说：谁反对周恩来，谁就不爱国。伟大的愚民教育！ //@ukn： 不光是老师的教育理念，书本的内容也有很大的作用。语文课才是隐藏得最深的真正的思想政治课啊。,FALSE,weiboscope,1,,"Answer @ukn: That's when he spoke to his son and said, ""Who is against Zhou Eun and who is not patriotic. Great fool education! / @ukn: Not just teacher education, but the content of books. Language classes are the most hidden and true ideological politics classes.",0.35107338428497314,0.17733033001422882,0.9253421425819397,pro_freedom
mt8Z96SH7C,u3JHAM1VX,2012-01-02 21:33:03+00:00,太基情了！,FALSE,weiboscope,1,,It's so gay!,0.4956381618976593,0.3176344335079193,0.9249391555786133,pro_freedom
mSFZ59Biab,u1OV0VXFQ,2012-01-02 16:16:04+00:00,好吧 //@u351ZP5W0： 好吧，大过节的，厚一把吧～[嘻嘻] //@uPKFKBUHI： 厚着脸皮转一下~！,FALSE,weiboscope,1,,"Okay, it's too big.",0.4912964403629303,0.027473395690321922,0.9207975268363953,pro_freedom
m3e5yrhuvF,uRLOGXFTI,2012-01-03 22:15:41+00:00,帮忙转发，让宝贝快回家！//@ukn：  //@ukn：  //@uQHCCCT34： 急速转发[蜡烛]// @uWWBLDVAV： : 大家帮帮这为可怜的小孩吧~让他和家人早日团聚,FALSE,weiboscope,1,,"Help forward, get the baby home! @uWWBLDVAV: # Everybody help this poor kid get back to his family soon",0.4915589690208435,0.10679071396589279,0.9184752106666565,pro_freedom
mc93nCV0QA,uFAGEDV3,2012-01-02 09:20:37+00:00,[花心],FALSE,weiboscope,1,,[Whispering],0.4249187409877777,0.17220330238342285,0.9172475337982178,pro_freedom
mf6mU0UnGJ,u0YUM2RNY,2012-01-02 20:11:35+00:00,[花心]//@uZNJAXB3I：  痞只[星星眼]//@ukn：  [帥] //@ukn： [bobo抛媚眼],FALSE,weiboscope,1,,[PAZIN]/@uZNJAXB3I: Plankton [Star Eye]//@ukn: [Sweet]//@ukn: [Bobo-Eye],0.4249187409877777,0.17220330238342285,0.9172475337982178,pro_freedom
mNlgDOQcMC,u0YUM2RNY,2012-01-02 16:45:14+00:00,[花心]//@u3FTEKX5S：  [哈哈]//@ukn：  [偷笑][偷笑][偷笑],FALSE,weiboscope,1,,[U3FTEKX5S: [Haha]/ @ukn: [Smuggling] [Smuggling] [Smuggling],0.4249187409877777,0.17220330238342285,0.9172475337982178,pro_freedom
mex2rV9How,u0YUM2RNY,2012-01-02 12:51:43+00:00,[花心]//@uHJXS5IHA：  @u0YUTYY2B： 的回眸 誰受得了[抓狂] 秒殺了唄[花心]//@uZND411TK：  啊~~~~~~好帥！！[酷][花心][花心],FALSE,weiboscope,1,,[UHJXS5IHA: @u0YTYY2B: Who can [crazy] kill [frazy] / @uZND411TK: Ah ~ ~ ~ so handsome! [Cool] [Frozen],0.4249187409877777,0.17220330238342285,0.9172475337982178,pro_freedom
m5ucnCnMgj,u0YUM2RNY,2012-01-02 12:51:21+00:00,[花心]//@ukn：  //@ukn：  [花心]好帅//@uZND411TK：  這男人好[帅][花心] //@u1OVXXE2W： // @uHJXS5IHA： : 挖嗚[酷]~好保暖ㄉstage 新外套[贊]// @uFAGVFLA： : 果然真的是stage新外套背心（重點有點放錯[噓] ） // @ukn： :[花心],FALSE,weiboscope,1,,[PAK] / @ukn: / @ukn: [PAK] So handsome/ @uZND411TK: This man is so handsome [behaved] [PAE] / / @u1OVXXE2W: / / @uHXS5IHA: : dig [cool] ~ so warmstage new coat [screech]/ @uFAGVFLA: : It is really stage new jacket vest (a little misdirection [scush]) / / @ukn:: [Flow heart],0.4249187409877777,0.17220330238342285,0.9172475337982178,pro_freedom
mcrPGvaJK3,uOQZEFKXG,2012-01-02 08:57:07+00:00,[花心],FALSE,weiboscope,1,,[Whispering],0.4249187409877777,0.17220330238342285,0.9172475337982178,pro_freedom
mQW0vUsgnK,uSIALB2HK,2012-01-03 21:30:00+00:00,//@uII5MIV2H：  让大家为这个孩子祈福吧//@u02LNVX4J：  //@ukn：  //@uONPG1IH2：  //@uII5MIV2H：  让这个孩子早点回家//@ukn：  帮帮他吧 //@uWWBLDVAV： 大家帮帮这为可怜的小孩吧~让他和家人早日团聚// @uAHFOWJQJ： :// @uM1UHBBIL： : @uQHCZ4VDK： @uAHFOWJQJ： @宝贝回家,FALSE,weiboscope,1,,/ / / @uII5MIV2H: Let's pray for the child// @u02LNVX4J: / @ukn: / /@uonPG1IH2: / @uII5MIV2H: Bring the child home early/ / @ukn: Help him/ / @uWBLDV: Help the poor child / / @uHFOWJQJ: @uM1UHBIL: @uQCZ4VDK: @uAHFOWJJJ: @baby home,0.8269883394241333,0.9663388133049011,0.9162645936012268,nationalist
muy8UOtpuM,uS5WC5RUP,2012-01-02 11:55:01+00:00,像孩子一样，永远相信希望，相信梦想。 ,FALSE,weiboscope,1,,"Like children, always believe in hope, always believe in dreams.",0.2631922662258148,0.005666631,0.9145479798316956,pro_freedom
mqUTzf77dM,u0YUM2RNY,2012-01-02 12:51:57+00:00,//@uHJXS5IHA：  祥祥[奧特曼]所到之處 必定人山人海[酷][圍觀]//@uZND411TK：  [酷][花心][帅],FALSE,weiboscope,1,,"/ / @uHJXS5IHA: Where Otmann's come from, there must be people [cool] [near]/ /@uZND411TK: [cool] [fancyful] [does not look]",0.275675505,0.007181098,0.9122582077980042,pro_freedom
mJKbTy9rfe,uK3RAJGYW,2012-01-02 05:32:07+00:00,【曼城0-1爆冷告负仍获半程冠军】北京时间1月1日23:00，英超第19轮桑德兰坐镇光明球场对阵曼城。结果在比赛中，哲科和理查兹在上下半场各有一次射门击中横梁，替补出场的池东沅在商停补时最后阶段完成绝杀，曼城客场0-1失利，联赛已经连续4个客场不胜。不过，曼城仍夺得半程冠军。http://t.cn/SJ1Fdw,FALSE,weiboscope,1,,"Mantown 0-1 Cold War is still a half-way champion. Beijing time, 1 January at 2300 hours, the 19th round of Sandrand sat at the Lightball Field against the city of Al-Fuman. As a result, in the first and second half of the game, Chulko and Richards shot each other in the beam to replace Ji Dong Tung. The final phase was completed at the time of the cut-off, with a loss of 0-1 at Manstown and four consecutive rounds of the tournament. However, Manjing still won half-way. http://t.cn/SJ1Fdw",0.8799306750297546,0.9118484854698181,0.9048232436180115,tie
m7dAMx8D78,u0YUM2RNY,2012-01-02 22:12:53+00:00,//@uHJXS5IHA：  [神马]@u0YUTYY2B： [亲亲]歡迎 [鼓掌][鼓掌][鼓掌],FALSE,weiboscope,1,,/ @uHJXS5IHA: [Moon]@u0YUTY2B: [Pretty] Welcome [Applause] [Applause] [Applause],0.5425808429718018,0.014962379820644855,0.9000398516654968,pro_freedom
mvIdvTjq3t,u3JHZ4SCU,2012-01-03 08:28:10+00:00,让我们快出发 //@uHJXPQFVH： // @ukn： ://  @uDSWT5ER：  ://   @uATZT4XY5：   : //   @uNEGOOKJI：   ://    @uQZ05FYED：    :    @uDSWT5ER：       @uDZT2OM4J：       @大庆市旅游局,FALSE,weiboscope,1,,Let's get out of here.,0.5054000020027161,0.2065507024526596,0.8987200856208801,pro_freedom
mEjnckmHYR,uDSGGUNU,2012-01-02 20:35:34+00:00,[赞],FALSE,weiboscope,1,,[Scoffs],0.5817872285842896,0.014701556414365768,0.8979323506355286,pro_freedom
mt8ZdEwyWr,uFAWOLSN,2012-01-02 17:24:47+00:00,[赞],FALSE,weiboscope,1,,[Scoffs],0.5817872285842896,0.014701556414365768,0.8979323506355286,pro_freedom
mf6mvyXFjl,uCBTJGAUP,2012-01-03 11:58:51+00:00,海王子[鼓掌][鼓掌][鼓掌] 老大@u1CI0ABRR： 我也想出海玩!,FALSE,weiboscope,1,,Prince Hai [Applause] [Applause],0.065603442,0.09812855,0.8915470242500305,pro_freedom
mevV19fkro,uI43JQU4Z,2012-01-02 17:09:37+00:00,[good]//@uQHC1530C：  准,FALSE,weiboscope,1,,[good]/@uQHC1530C: Correct,0.4813182055950165,0.012721356935799122,0.8886449933052063,pro_freedom
mgYsP45DvK,uOQZEFKXG,2012-01-02 08:56:38+00:00,[good],FALSE,weiboscope,1,,[good],0.4813182055950165,0.012721356935799122,0.8886449933052063,pro_freedom
mJt5rOFL65,uPVDK2SNV,2012-01-02 21:59:22+00:00,"云南普洱茶是云南的名茶，古今中外负有盛名，它以西双版纳地区仅有的滇青毛茶为原料,普洱茶的历史十分悠久，早在唐代就有普洱茶的贸易了。普洱茶采用的是优良品质的云南大叶种茶树之鲜叶，分为春、夏、秋三个。春茶有分为“春尖”、“春中”、“春尾”三个等级；夏茶又称“二水”；秋茶又称为“谷花”",FALSE,weiboscope,1,,"Yunnan Pu Ma tea is the famous tea of Yunnan, and it is based on the only fluncing tea in the Western Twina region, which has a long history and traded as far back as Tang Dynasty. Pu-Ma tea is used as a Quality Yunnan Leaf of Tea Trees, divided into spring, summer and autumn. Spring tea is divided into “spring”, “spring”, “springtail”; summer tea is also called “two water”; and autumn tea is also known as “valow flowers”.",0.6991655826568604,0.8508779406547546,0.8883942365646362,tie
mdZXgVyGLM,uNEGOVLRK,2012-01-02 13:31:54+00:00,你就是你..[good],FALSE,weiboscope,1,,You're you.,0.380885512,0.001679094,0.8879947066307068,pro_freedom
mNlcbdIPk4,u3JHAM1VX,2012-01-03 09:11:06+00:00,不多说，JILL女孩！你们懂得！【转发分享快乐，关注@HOT漫画】,FALSE,weiboscope,1,,"Not to mention, JILL GIRL! You know!",0.396646112,0.23341606557369232,0.8835038542747498,pro_freedom
mne73Y0Pot,uJWARJVUK,2012-01-03 10:33:13+00:00,最喜欢“天若有情”还有“人间道” //@uY02ZGYSL：  最近突然觉得林忆莲唱歌好好听，真是后知后觉啊//@u1OVRZ4BR：  这才是真正的歌者，精彩啊！[心] [good],FALSE,weiboscope,1,,"I love ""if there's love"" and ""the way of the world"" // @uY02ZgySL: It's like I can't believe I can sing well / @u1OVRZ4BR: That's the real singer!",0.18864648044109344,0.00453036,0.8833674192428589,pro_freedom
mwuyLrLxOK,uEMBAXMTY,2012-01-02 11:22:02+00:00,#统帅产品#统帅对开门539升冰箱BCD-539WL，采用超微孔发泡，保温性能好，电脑双温双控，控温更精确，保鲜效果更好。冷藏室、冷冻室温度单独控制，独立关闭，高效节能； 风冷无霜冷冻速度快，食材均匀冻透，保鲜效果好，口感新鲜；无霜制冷，节能省电，免去除霜烦恼。,FALSE,weiboscope,1,,"#Commander-in-Chief's 539-litre refrigerator BCD-539WL, using ultra-micro-pore bubbles, good temperature protection, double-temperature computer, more accurate temperature control, better protection. Refrigerated and frozen rooms are controlled separately, independently closed and energy-efficient; The wind freezes at high speed, the food is flat, the food is fresh, the taste is fresh; frost-free, energy-efficient and power-efficient, so as not to remove the frosting.",0.7607702016830444,0.8331893682479858,0.8833004832267761,pro_freedom
mZwliDYMuh,u351QG4L0,2012-01-02 13:12:38+00:00,做好啦！[心]知道是什么了吗？^_^开动咯！,FALSE,weiboscope,1,,Do you know what it is? Let's go!,0.46259716153144836,0.25284895300865173,0.8817551136016846,pro_freedom
mcyEHsjCFD,uFAWOLSN,2012-01-02 13:44:28+00:00,//@ukn：  好有爱...,FALSE,weiboscope,1,,/ @ukn: What a love...,0.370388001,0.009716813,0.8750701546669006,pro_freedom
mHBefIiJWS,uTZ5BU1OH,2012-01-03 11:50:02+00:00,[good][good][鼓掌]//@uZXK223F3： 當然還有帥帥的王子囉~~兩人合力、魅力難擋// @uZXK223F3： : 今年鬼鬼吳映潔的真知棒代言圓滿完成，最開心莫過廠商告知真知棒業績長紅，謝謝大家的支持。[太開心],FALSE,weiboscope,1,,"[good] [good] dog dog / @uZXK223F3: And of course there are handsome princes ~ two ~  @ uZXK223F3 / @uXK23F3: : This year's ghost Zhui Yi Zheng Zheng Zheng & @ @uXK23F3: : This year's charisma is complete, and the best time has come for the company to tell you about the great success of Shinichi. [Too happy]",0.4648677110671997,0.004717972,0.8739139437675476,pro_freedom
mkbKRdvXvH,uVEQ5ANOF,2012-01-02 17:44:23+00:00,[赞][good][威武],FALSE,weiboscope,1,,[Good] [Whispering],0.34863314032554626,0.002520648,0.8701387047767639,pro_freedom
mBcY56I2Vy,uUPW4VPHE,2012-01-02 15:31:40+00:00,葉梓恩﹙佘詩曼飾﹚@天與地：「和諧唔係一百個人講同一句說話，而係一百個人講一百種唔同嘅說話而互相尊重。」,FALSE,weiboscope,1,,"@ heaven and earth: ‘And not the same words are spoken by a hundred, but by a hundred who speak a hundred different words and respect one another.’",0.21952970325946808,0.005761708,0.8700306415557861,pro_freedom
